id	name	rating
1172948	Chablis Tête d'Or	4.0
94320	José de Sousa Mayor Alentejano	4.0
2973784	Valpolicella Ripasso Superiore	4.0
4255279	Winemaker's Black Carménère Blend	4.2
1152015	Châteauneuf-du-Pape (Cuvée Tradition)	4.1
2307696	Campo Marina Malvasia Nera Salento	4.1
4343755	Aconcagua Alto Carmenère	4.0
1207710	Brunello di Montalcino	4.3
5599227	Juan Carrau Gran Reserva Tannat - Cabernet	4.0
5924630	Reserva Vinhas Velhas	4.1
6588993	Gran Reserva Cabernet Sauvignon	4.1
1470847	Sauvignon Blanc Pequeñas Producciones	4.2
75238	Prima	3.9
1225779	Barolo Rocche di Castelletto	4.0
31124	The Armagh Shiraz	4.5
1125591	Judas Malbec	4.5
1249516	Cistus Grande Reserva Tinto	4.5
1298725	Pieve Santa Restituta Sugarille Brunello di Montalcino	4.5
98838	Contador Rioja	4.6
1807024	Taita Marchigüe Vineyard Cabernet Sauvignon	4.7
66194	Sperss Barolo	4.6
736588	Pago de Santa Cruz	4.4
4835815	Adrianna Vineyard River Stones Malbec	4.6
2726584	Cabernet Sauvignon Passionnément	4.7
5007190	Adrianna Vineyard Fortuna Terrae Malbec	4.5
82698	Brunello di Montalcino Riserva	4.6
3882596	40 Years Old Tawny Port	4.6
2488368	Aszú 6 Puttonyos	4.5
5367341	Vinha do Oratório Vinhas Velhas	4.6
1155203	Gê	4.4
1380031	António Maria	4.5
6946923	Amarone della Valpolicella Classico	4.6
82193	Turriga Isola dei Nuraghi	4.4
1215346	Saint-Émilion Grand Cru (Grand Cru Classé)	4.2
1257923	Silex	4.4
71264	Folly Syrah	4.4
6693137	Rosé	4.3
1664699	M Red	4.3
1159878	Châteauneuf-du-Pape	4.4
2258813	Dalva Colheita Porto	4.2
1269657	Bolgheri Superiore Sondraia	4.2
15944	Brunello di Montalcino	4.2
1573255	Monte Meão Vinha dos Novos	4.3
1663386	DNA 99 Single Vineyard Merlot	4.3
24139	Puligny-Montrachet	4.3
1168676	Les Forts de Latour Pauillac	4.4
23793	Carruades de Lafite Pauillac	4.4
11733	Toscana I Sodi di San Niccolo	4.3
1174627	Microterroir de Los Lingues Carmenère	4.3
1107342	S.L.V. Cabernet Sauvignon	4.5
4518569	Las Notas de Jean Claude	4.4
2422330	Xisto Cru Tinto	4.1
1323602	Alteni di Brassica Langhe	4.3
7503340	Parte 2 Chardonnay	4.1
2503764	700 High Altitude Red Blend	4.1
5837226	Grande Reserva Vinhas Velhas	4.3
1129143	Pommard 1er Cru 'Clos des Epeneaux' Monopole	4.2
1501782	Criado en Roble Blend	4.1
87693	Barrel Fermented Sauvignon Blanc	4.1
4164572	Primogénito Sangre Azul Merlot	4.2
7780	Hermitage	4.1
1243446	Sorriso di Cielo	4.1
6238599	Altamira Single Vineyard Merlot	4.2
6418020	Coelheiros Vinha do Taco	4.2
77427	Châteauneuf-du-Pape Le Parvis	4.1
13800	Pinot Noir	4.2
1500042	Grande Escolha	3.9
1509726	Super Premium Quatro Castas Blend	4.1
3093996	Druida	4.1
1215768	Douro Reserva Red	4.2
1135641	Alexander Valley Cabernet Sauvignon	4.4
1864632	Pelagrilli Brunello di Montalcino	4.2
1175156	Amarone della Valpolicella	4.3
4878255	Rich Rosé Champagne	4.3
1171483	Brunello di Montalcino (Casato Prime Donne)	4.3
6833094	Los Lingues Single Block S38 Cabernet Sauvignon	4.3
1860943	Churchill Cabernet Franc	4.3
1133882	Châteauneuf-du-Pape Rouge	4.1
1157787	Maria Valduga Brut Vintage Espumante	4.3
83999	Margaux (Grand Cru Classé)	4.1
6404545	1 Uno Primitivo di Manduria Riserva	4.3
1179446	Douro Guru Branco	4.2
4016	Gran Reserva Etiqueta Negra Cabernet Sauvignon	4.2
1198913	Douro Pintas Character Tinto	4.1
7177665	Ruben & Flora Gran Reserva	4.2
84062	Terra di Lavoro	4.2
1126470	Alentejano Reserva Tinto	4.2
21053	Barolo Ravera	4.1
9458566	Le Grand Bâtisseur Jean XXII Châteauneuf-du-Pape	4.0
7139327	PP Semillon (Plínio Pizzato)	4.0
8055297	Provenance du Bourry	4.1
7803874	Capela Real Tinto	4.2
18313	Gran Reserva - Edición Limitada Petit Verdot	4.0
7384832	Valle del Silex Malbec	3.8
4442301	Malbec Appellation Gualtallary	4.0
1123336	Cygnus Cabernet Sauvignon - Nero d'Avola Regaleali	3.9
2018443	Cabernet Franc	4.1
79929	Volnay Santenots-Du-Milieu Premier Cru	4.3
86967	Mercurey Les Vignes de Maillonge	4.1
1178080	Carmenère Reserva	3.7
1151533	Castro Ventosa Valtuille Cepas Centenarias	4.1
2828728	Península de Setúbal Quinta da Bacalhôa Branco	4.1
5987772	Julia	4.3
23366	Eneo Toscana	4.1
4948189	Perfetto Merlot	4.2
6974346	Premium Cabernet Sauvignon	4.2
9124646	Vitale	4.2
1212857	Vintage Port	4.1
1163782	Bric du Luv Barbera d'Alba	4.0
97447	Le Blason du Prince Châteauneuf-du-Pape	3.9
87095	Brea Vigna Ca'Mia Barolo	4.3
5020284	Primitivo di Manduria	4.1
1696989	Philip	4.1
8636470	Perro Callejero Cabernet Franc	4.1
2389513	Carapace Montefalco Sagrantino	4.0
1698222	Miros de Ribera Crianza	3.9
1736466	Grande Reserva	4.0
1241377	Pequeñas Producciones Syrah	4.1
1392761	Querciantica Lacrima di Morro Superiore	4.1
1269053	Cabernet Sauvignon	4.1
1138658	Crianza Ribera del Duero	4.0
6700125	Vinificato Nel Palmento Due di Due	4.0
1172272	Saint-Julien (Grand Cru Classé)	4.1
1545785	The Short Story Collection The Owl Post Pinotage	4.0
22685	Saint-Julien (Grand Cru Classé)	4.3
82700	Braccale Rosso	3.8
3679352	Côtes de Gascogne Rosé	4.1
1129282	PS (Pagos Seleccionados) Ribera del Duero	4.6
79632	Brut Rosé Champagne	4.6
79762	Pauillac (Grand Cru Classé)	4.4
1180132	40 Year Old Tawny Port	4.6
5571323	La Piu Belle	4.6
13759	Clos Apalta	4.6
5441681	Gran Enemigo Single Vineyard Chacayes Cabernet Franc	4.6
79631	Brut Champagne	4.6
1169092	Brunello di Montalcino	4.2
9037527	Tierra Alta En 2 Maderas	4.2
1383374	Roccamora Negroamaro	3.9
1251639	Don Juan Reserva	4.0
2035173	Gattinara Tre Vigne	4.1
2592179	Colosso	4.3
1101061	Brunello di Montalcino	4.1
2766914	Floreal	4.3
1243267	Gran Bosque Private Reserve	4.3
61754	Croix de Beaucaillou Saint-Julien	4.1
4736677	Filigrana	4.2
1102091	Vieilles Vignes Chassagne-Montrachet Rouge	4.0
1913373	Nuits-Saint-Georges	4.1
1225001	Reserva	4.1
1194752	Royal Choice 20 Year Old Tawny Porto	4.2
73593	Aliara	4.2
79537	Vieris Sauvignon Blanc	4.2
1305686	Curtimenta Alvarinho	4.2
4039	The Signature Cabernet Sauvignon - Shiraz	4.1
7567374	Douro Superior	4.1
6796797	Tannat Cemento	4.2
1748609	Barolo Aeroplan Servaj	4.3
7369560	Costamiòle Riserva	4.2
1753055	Brunello di Montalcino	4.2
1437118	Secolo Novo Franciacorta Millesimato Brut	4.1
1191462	Riesling Alsace Grand Cru 'Hengst'	4.1
1190501	Aromes de Pavie Saint-Émilion Grand Cru	4.1
96030	Malpuesto	4.1
1949419	Pinot Noir	4.3
5988966	Clay Aged Tinto	4.2
1168529	Baffonero Maremma Toscana	4.5
4384634	Anti-Synthesis Malbec - Cabernet	4.0
97710	Les Manyes	4.4
1231597	Petit Verdot Chaski	4.1
3869632	Reserva Branco	4.3
1678254	Touriga Nacional	4.1
99398	Fixin	4.0
4878245	Per Sempre Syrah Toscana	4.5
5859267	Escaleras de Empedrado Pinot Noir	4.4
77447	Barbaresco Masseria	4.1
1178395	Alvarinho Reserva	4.2
1683967	10 Barricas Gran Reserva Malbec	4.2
2716528	Le Petit Mouton de Mouton Rothschild Pauillac	4.4
66104	Barbaresco	4.5
84066	Valpolicella Classico Superiore	4.5
4314633	Finca Piedra Infinita	4.5
1179539	Saint-Émilion Grand Cru (Premier Grand Cru Classé)	4.5
7082	Rare Brut Champagne (Millesimé)	4.5
75978	Quinta da Leda Douro	4.4
4035254	Magma Primitivo di Manduria	4.3
84068	Veneto Rosso del Bepi	4.6
1324170	Dalmau Rioja	4.4
1251354	Massimo Deicas Cru Tannat	4.4
2162093	Priorat	4.4
2080162	Hommage à Jacques Perrin Châteauneuf-du-Pape	4.5
1199944	Conjuro	4.4
7495	Aro	4.4
81171	10 Year Old Tawny Porto	4.1
1233459	Rioja Gran Reserva	4.1
33284	10 Year Old Tawny Port	4.1
71304	Carmenère	4.0
4301214	Cabernet Sauvignon Aged in Bourbon Barrels	4.1
86362	Saint-Julien	4.1
1213336	10 Years Old Tawny Porto	4.1
1529357	Viña Cubillo	3.9
66214	Sito Moresco Langhe	4.1
1526704	Scaia Bianco (Garganega - Chardonnay)	4.1
1264565	Nicasia Vineyards Red Blend Cabernet Franc	4.0
5787212	Bolgheri Il Seggio	4.1
1135113	Carmenère	4.0
1501023	Passo del Cardinale Primitivo di Manduria	4.0
2431783	Da Vinci Brunello di Montalcino	4.3
1283671	Estate Cabernet Sauvignon	4.2
6907233	Primitivo di Manduria	4.3
58884	Kopár	4.3
22224	Sauternes (Premier Grand Cru Classé)	4.3
1224981	Palpite Reserva	4.2
66164	Dagromis Barolo	4.3
2104478	Malbec	4.1
1133074	Tinto	4.3
6142915	Viñas Viejas Verdejo	4.2
1258079	Carmenère Limited Edition	4.1
74346	Cos d'Estournel	4.4
6383333	Cavas de Weinert Cask Selection	4.2
5419918	Negroamaro	4.0
7249264	Terroir Gewürztraminer	4.1
1793310	Linea 1878 Barolo	4.0
1165262	Amplus Old Vine Carignan	3.9
1255941	Réserve Spéciale Pauillac	3.9
2172731	Arbois Savagnin Ouillé	4.0
8231	Reserva de Familia Carmenère	3.8
6602502	Malbec	3.9
1580820	Refosco	4.0
1176871	Syrah Limited Edition	3.9
2199392	Campo Marino Primitivo - Merlot	4.0
2251469	B Black Legion Special Blend	4.0
1170177	Cabernet - Syrah	4.0
1530504	Nossa Calcário	4.1
1721379	Clos Mireille Blanc de Blancs	4.0
81907	Pessac-Léognan	4.1
21058	Barolo Cascina Nuova	4.0
1377811	One Man Band	4.2
1268582	Pôpa TR	4.0
1866089	Domaine le Mourre Châteauneuf-du-Pape	3.9
22551	Barbaresco	4.2
2744699	Blanc de Blancs Brut Champagne	4.2
1134189	20 Year Old Tawny Port	4.2
1872	Chardonnay	4.1
81651	Terroir Merlot	3.9
81864	Margaux (Grand Cru Classé)	4.2
6696823	Tecnica del Salasso Tre di Tre	4.1
1177331	Reserva (Field Blend)	4.2
4089	Pauillac (Grand Cru Classé)	4.2
736114	Margaux (Grand Cru Classé)	4.2
5174	Reserve Selection Cabernet Sauvignon	4.1
1719036	Reserva de Familia 3S Malbec	4.1
1154913	Pessac-Léognan (Grand Cru Classé de Graves)	4.2
3109981	Brut Nature Champagne (Philippe Starck)	4.2
5565194	José Malbec	4.2
5842854	Reserva Terroir Blend	4.1
1201755	Tinto	4.1
2060983	Porto 20 Anos	4.2
1296705	Aristos Duque d'A	4.3
77487	La Casa Brunello di Montalcino	4.3
1373011	Casanova Il Puro Chianti Classico Gran Selezione	4.3
1979	Kai Carmenère	4.5
1159489	Vieilles Vignes Pinot Noir	4.0
1306620	Corton-Charlemagne Grand Cru	4.4
1222979	Les Beaux Monts Vosne-Romanée 1er Cru	4.3
1633082	Vaudésir Chablis Grand Cru	4.3
1993610	Brunello di Montalcino Riserva	4.3
5249017	Secano (Dry Farmed) Syrah	4.3
1770778	Malbec Mendoza	4.1
2895286	Roca Madre	4.4
8512089	Chassagne-Montrachet	4.4
2123124	3 Gen Marsala Superiore Riserva Ambra Dolce	4.4
6125391	CrossBarn Cabernet Sauvignon	4.3
66224	Darmagi Langhe	4.5
1225042	Escolha Tinto	3.9
7620781	Traços Red Blend	4.3
61034	Negroamaro Salento Calafuria Rosato	4.0
79269	Pauillac (Grand Cru Classé)	4.1
4254927	By.Ott Rosé	3.9
1135843	Réserve (de la Comtesse) Pauillac	4.1
6168721	Flétris	4.1
1186911	Alter Ego de Château Palmer	4.3
1208156	Pecorino (Unico)	3.9
1261328	Jèma Corvina	4.2
1184921	Douro Reserva Vinhas Velhas	4.1
9124430	Paralelo 31 Gran Reserva	4.1
86847	Madiran	4.0
4542136	Granit Alvarinho	4.1
5362375	Single Vineyard Tannat	4.2
1144799	Brunello di Montalcino	4.0
1189311	Chablis Grand Cru Valmur	4.2
1126091	Barolo Terlo Ravera	4.2
1185924	Nuits-Saint-Georges 1er Cru 'Les Vallerots'	4.1
5964894	Aged 30 Years Tawny Porto	4.2
2214910	Savigny-Les-Beaune Rouge	3.9
5453826	Seiva	4.2
1563728	Prince de Monvert Côte-Rôtie	4.0
6870516	Black Label Vintage Port	3.7
2786770	Confidentielle Rouge	4.1
1211971	Gran Reserva Chardonnay	4.0
7325556	Private Alvarinho Vinho Verde	4.2
1867807	Graveyard Vineyard Shiraz	4.3
1894631	Château Velho do Museu	4.3
1361567	Gevrey-Chambertin Clos de Meixvelle	4.2
1122095	Impérial Brut Champagne	4.1
1129619	Brut (Réserve) Champagne	4.1
5552281	La Cuvée Brut Champagne	4.1
1122092	Impérial Rosé Brut Champagne	4.1
1191278	Franciacorta Cuvée Prestige	4.1
1178663	Classic Brut Champagne	4.1
1130386	La Fiole du Pape Père Anselme Châteauneuf-du-Pape	4.1
1252275	Les Terrasses Rouge	4.0
1534770	Cabernet Sauvignon Pircas de Liguai	4.2
1608025	Meursault	4.1
1244636	Brunello di Montalcino (Campo di Marzo)	4.1
2139376	Adelaide Vintage Port	4.4
1720890	Auma	4.4
6620994	Convicciones	4.1
4379183	Syrah	4.2
7145030	Velluto Rosso Beneventano Aglianico	3.9
1226183	Abraxas Tinto	4.1
1220057	Rosé Brut	3.7
4228940	Winemaker's Selection Blend	4.1
1962638	Elfa Dao	4.1
1244233	Douro Vinha da Rita	4.1
1658535	Kiedricher Sandgrub Riesling Auslese	4.1
1254011	Gran Estirpe Blend	4.2
1153175	Riesling Auslese Ruppertsberger	4.1
1166924	Brunello di Montalcino	4.1
1230909	Châteauneuf-du-Pape	4.0
66494	Yellow Label B & V Vineyard Shiraz	3.9
1240627	Meursault 'Les Vireuils Dessous'	4.1
1576262	Terroir Hunter Carmenère (T.H.)	4.2
67074	Les Terrasses Velles Vinyes Priorat	4.1
7315338	Cocodrilo Malbec	4.2
1166231	Oreno Toscana	4.2
87358	CrossBarn Cabernet Sauvignon	4.2
1987655	Vintage Brut Champagne	4.2
6162	Bella's Garden Shiraz	4.2
4430212	Reserva Douro	4.1
5577061	Vista da Mata	4.2
1641769	Donnaluce	4.1
48994	Pauillac (Grand Cru Classé)	4.1
1674591	Due Lune Nerello Mascalese - Nero d'Avola	4.2
89390	Châteauneuf-du-Pape	4.2
1189758	10 Years Tawny Port	4.2
1220273	Finca Perdriel Centenario	4.1
1546849	Enclave Ultra Premium Cabernet Sauvignon	4.3
16507	Chardonnay	4.1
5360908	Tinto	4.3
1148844	Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion)	4.3
4914855	Parte 2 Merlot	4.3
1184728	Perpetual	4.3
12405	Ilatraia	4.2
3875071	Cubardi Primitivo	4.3
1312538	Conde d'Ervideira Reserva Branco	4.2
1301991	Misterio Blanco	4.2
1376017	Luz de Luna Puerto Tannat	4.1
74337	Beso de Dante	4.3
1389046	Principal Reserva Bairrada	4.2
89025	Finca Mirador Malbec	4.4
1745485	Our Family Icon	4.3
1134685	Pehuén Carménère	4.3
1308697	Reserva Duas Quintas Tinto	4.1
82779	Corton-Charlemagne Grand Cru	4.4
12085	Campo dei Gigli Amarone della Valpolicella	4.4
3740911	RHU de Alcohuaz Mezcla Tinta	4.3
13632	Château Haut-Bailly (Cru Classé de Graves)	4.2
1986695	Rejón Tempranillo	4.3
2039337	30 Year Old Tawny Port	4.4
1186083	Black Tears Malbec	4.4
17656	Pessac-Léognan (Grand Cru Classé de Graves)	4.3
5861217	Il Lussurioso Amarone della Valpolicella Classico	4.3
2630148	Reserva	4.3
1173140	San Vicente Rioja	4.3
16504	Malbec	4.2
52084	Finca Los Nobles Field Blend Malbec - Verdot	4.3
83732	Vintage Port	4.2
20717	Carmín de Peumo Carmenère	4.4
5972587	Grand Cuvee Blend	4.5
4322587	Maxima Cabernet Sauvignon	4.5
18474	Auru	4.4
1913596	Tokaji Aszú 5 Puttonyos	4.5
1798244	Private Cuvée Reserve Brut Champagne	4.5
1138006	Gran Cabernet Franc (XI)	4.4
7268316	Esquecido	4.4
1214878	Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 	4.4
9998	Primus Malbec (Primum)	4.4
2149250	Las 3 Marías Vineyards Cabernet Sauvignon	4.4
5898157	Grande Reserva	4.3
1883905	PHI Assemblage	4.4
1509186	Scala Coeli Reserva Tinto	4.5
1471	Siepi	4.4
1162271	Vigneto Tremenel Amarone della Valpolicella	4.3
1308427	Gran Reserva	4.1
54254	Preludio Barrel Select Blanco	4.3
1978	La Cumbre Syrah	4.3
1542559	Vértice Grande Reserva Tinto	4.2
5693443	Vinha da Coroa	4.3
7135998	Cuvée Tradition Châteauneuf-du-Pape	4.2
1777257	Barolo Liste	4.2
1285871	Marquesa de Alorna Grande Reserva Branco	4.1
1738304	Les Cailloux Bordeaux Supérieur	3.8
1497327	Garrafeira Old Vines	4.3
3316164	Primitivo di Manduria	4.2
1233301	Brunello di Montalcino Riserva	4.2
7948154	Varúa Blend	4.3
1174918	Brunello di Montalcino Riserva Gualto	4.2
1127494	Fugue de Nénin Pomerol	3.9
4369993	Sofia	4.3
3575062	Equinócio Branco	4.3
1817891	Corton Grand Cru Clos Du Roi	4.3
1422729	Syrah Reserve	4.2
1256063	Tinto	4.2
1126909	Cyprès de Climens Barsac	4.0
82469	Saint-Émilion Grand Cru (Premier Grand Cru Classé)	4.2
1135138	Amelia Chardonnay	4.0
1158237	Amarone della Valpolicella Classico Riserva	4.4
1173806	Capellanía Reserva	4.1
3524729	Reserva Especial Tinto	3.7
1302544	Touriga Nacional Douro	4.2
1794507	Porrera Vi de Vila	4.3
2301297	Nauna Primitivo - Negroamaro	4.3
3935829	Apaixonado Reserva Tinto	4.2
1084122	Lindaflor Malbec	4.2
1639876	Terroir Nature	4.3
1507708	Porto 30 Anos	4.3
7991358	Corte Bordalês	4.4
2835177	Gocce Primitivo di Manduria	4.2
3413871	Kankana del Elqui Solar No 10 Syrah	4.4
1684223	Pauillac (Premier Grand Cru Classé)	4.6
1152755	Pessac-Léognan (Premier Grand Cru Classé)	4.6
9712	Tenuta Nuova Brunello di Montalcino	4.5
87659	Cabernet Sauvignon	4.5
1126964	Termanthia	4.6
1283511	Gala 1 Red Blend	4.2
2045239	Conde d'Ervideira Private Selection Tinto	4.2
1996235	Le Dragon de Quintus (Qvintvs) Saint-Émilion Grand Cru	4.1
17102	Petit Verdot	4.0
1246796	Raízes Gran Corte	4.0
3705139	Maria Lzabel Branco	4.1
1884612	Petit Verdot	4.2
2685613	Cadus Finca Las Torcazas Malbec (Single Vineyard)	4.0
15627	Colli Della Toscana Centrale Cignale	4.2
78778	Navarra Coleccion 125 Blanco	4.2
1876005	Brunello di Montalcino	4.2
4222635	Blanc de Blancs Brut Champagne Premier Cru	4.2
1260666	Nature	4.0
1895060	Atlántico	4.1
1783612	Numina Cabernet Franc	4.1
1139120	La Navilla	4.1
6641278	Brisa	4.2
3841980	Vin del Fattore Governo All'Uso Sangiovese Toscano	4.1
1155884	Rioja Reserva	3.9
7231332	Malbec Rosé	4.2
1345189	Barolo Boscareto	4.1
79970	Barolo	4.1
1153464	Pinot Noir (IX)	3.9
5056427	Single Vineyard Petit Verdot	4.2
1737234	Special Tawny Porto	4.1
95444	Pomerol	4.2
3753222	Bordeaux Sauvignon	3.9
16965	Sousão	4.0
1370917	Château de Haute-Serre Malbec	3.9
20658	Cornas Les Arènes 	4.0
2269930	Brunello di Montalcino	4.2
1887223	Castillon - Côtes de Bordeaux	4.0
24984	Grand Vin	4.2
1132828	Primitivo di Manduria	3.9
2058566	Précieuse Brut Champagne Grand Cru 'Avize'	4.1
24138	Pouilly-Fuissé	4.0
8593926	Primitivo di Manduria	4.1
1676897	Orzada Cabernet Sauvignon	3.9
1381103	Brunello di Montalcino	4.1
10000	Primus Pinot Noir (Primum)	4.2
84727	Corte B	4.1
2700219	Shiraz	4.1
7036273	Nervi Reserva Tannat	4.0
7180223	Semillón	4.2
3508352	Tonel 78 Barrel Select	3.9
79976	Warner Vineyard Shiraz	4.2
1768114	Hand Picked Shiraz - Viognier	3.6
1223176	La Serra Barolo	4.1
83446	Chambolle-Musigny	4.3
13186	Single Vineyard Las Cruces Old Vines Field Blend	3.8
1244717	Brunello di Montalcino	4.2
1206659	Osso San Grato Gattinara	4.2
1180025	Morgado de Sta. Catherina Bucelas Reserva	4.0
7197504	Sagarana Côtes de Thongue	4.2
5095250	Cuvée Unchiu Puiu	4.2
1835751	Reserva	4.2
13799	Chardonnay	4.0
1566290	Gran Reserva Syrah - Carmenère	4.2
1821904	Clos de la Truffiere Chassagne-Montrachet 1er Cru  'Les Chaumees'	4.2
7538705	Apogeo de Apalta	4.2
1416333	Campanaio	4.1
1132381	Barón Ladrón de Guevara Autor Reserva	4.0
1319301	Châteauneuf-du-Pape	4.0
1448532	Volnay 1er Cru Les Brouillards	4.2
5962679	Brunello di Montalcino	4.2
1257238	Reserva Roble Tannat	3.7
1360133	La Valletta Sangiovese	4.0
2325662	Tawny Porto	4.2
87114	Rocche di Castiglione Barolo	4.2
2178596	Machete	4.4
1994112	Macán	4.4
18529	Península de Setúbal Palácio da Bacalhôa Tinto	4.2
1789271	5 Puttonyos Aszú (Blue Label)	4.4
68844	Merlot Alta	4.3
1244155	20 Year Old Tawny Porto	4.4
1982106	Bougainville Petite Sirah	4.4
2029311	30 Years Old Tawny Port	4.5
1145046	Basket Press Shiraz	4.5
1382212	Bramare Rebon Vineyard Malbec	4.5
1605285	Pessac-Léognan (Grand Cru Classé de Graves)	4.5
1645444	Herencia Carmenère	4.4
3985150	Grande Reserva Douro	4.3
2063645	Andetelmo	4.5
84581	DON	4.0
1384933	La Grande Dame Brut Rosé Champagne	4.5
1415420	Vittorio Moretti	4.4
1098981	Pomerol	4.5
1794	Barolo (Tradizione)	4.0
86373	Moulis-en-Médoc	4.0
80226	Carmenère	4.0
86868	Gattinara	4.0
1598877	Rosé Champagne	4.1
86683	AN/2	4.0
5748087	Belle Cuvée Merlot - Cabernet	3.9
1206918	Emilien	4.0
1161268	Haut-Médoc	4.1
4399827	Zarihs Syrah	4.1
43994	Felino Malbec	3.9
1135414	Gran Reserva	4.2
1171810	Gran Reserva Merlot	4.0
98166	Saint-Estèphe	4.0
1209490	10 Year Old White Port	4.1
2145084	Malbec Estate	4.0
1220405	La Bégude des Papes Châteauneuf-du-Pape Rouge	4.1
1152417	Saint-Émilion Grand Cru (Premier Grand Cru Classé)	4.6
1862774	Rifle Range Cabernet Sauvignon	4.3
1684857	Boléro Extra Brut Champagne	4.2
1244668	Grand Cru Maipo	4.4
4656452	Colheita Porto	4.4
6437146	Icono Limited Edition Blend	4.4
7399598	Pomorosso Nizza	4.4
7633874	Lady Black Ediție Limitată	4.4
1243455	Châteauneuf-du-Pape	4.1
2026396	Codigo del Toqui	4.2
1608361	Viñedo 1910 Malbec	4.3
1408119	Colecção	4.1
1216921	Puligny-Montrachet	4.2
3882572	30 Years Old Tawny Port	4.4
4894460	Family Collection	4.4
5077201	Garrafeira  Branco	4.4
6872529	Anima Gran Reserva Merlot	4.3
66204	Rossj-Bass Langhe	4.3
61744	Saint-Julien (Grand Cru Classé)	4.4
1175180	Gran Reserva Rioja (Finca Ygay)	4.3
2441493	Vigne Vecchie Primitivo di Manduria	4.3
1225562	Preludio Barrel Select Tinto	4.3
4673456	Lote Especial Malbec	4.3
1190334	20 Years Old Tawny Port	4.3
3726	Geyserville	4.2
1151307	Yarden Syrah	4.2
2923	Meursault	4.2
6416066	Etiqueta Negra	4.2
1317710	Mumm de Cramant Blanc de Blancs Brut Champagne	4.2
1178261	Morgon	4.1
1258970	Cabernet Franc	4.1
1155335	Península de Setúbal Quinta da Bacalhôa Cabernet Sauvignon	4.1
1803078	Esporão Private Selection Tinto	4.2
1198682	Blanc de Noirs Brut Champagne Grand Cru 'Bouzy'	4.2
1518113	Garrafeira dos Sócios Tinto	4.1
5593168	130 Blanc de Noir Special Edition	4.2
1266561	Gran Reserva Malbec	4.1
77448	Barolo Castiglione	4.1
1252903	De Sangre	4.2
23627	Saint-Julien (Grand Cru Classé)	4.3
2708749	Vista de Serra Syrah	4.2
1542359	Gran Reserva Red Blend	4.2
7389614	Meursault Saint-Christophe	4.3
1879527	ViBo Punta del Viento	3.9
1173985	Prima Donna Pinot Noir	4.3
1151102	Marsala Vergine Soleras Riserva dell Centenario Oro Secco	4.2
8444966	Monthélie Pinot Noir	4.1
27234	EQ Syrah	4.1
3388091	Pessac-Léognan Blanc	4.0
68834	Cabernet Sauvignon Alta	4.3
1194180	Vieilles Vignes Chambolle-Musigny 'Les Fremiéres'	4.0
6478805	Grand Reserve Côtes de Provence Rosé	4.5
1529469	Beaune 1er Cru Les Perrières	4.1
1200744	Singular Nebbiolo	3.9
1319403	Pomerol	3.8
1543487	San Brunone	4.1
7507548	Madreterra Negroamaro	4.3
1274033	Douro Tinto (Colheita Unoaked)	4.0
77756	Barolo	3.9
6590318	Sericis Cepas Viejas Monastrell	4.1
20663	Châteauneuf-du-Pape La Bernardine	4.1
1700690	Saint-Estèphe (Grand Cru Classé)	4.0
17969	Rocca Rubia Riserva  Carignano del Sulcis	4.0
59754	Campo di Sasso Insoglio del Cinghiale	3.9
1653	Badia a Passignano Gran Selezione Chianti Classico	4.2
1209398	Cabernet Sauvignon	4.0
1783619	Numina Malbec	4.1
23293	Pizzella Malbec (Pizzella Family Vineyard)	3.9
4792	Tancredi	4.0
5766980	O Luar do Sil Valdeorras Godello	4.1
1253163	Porto Reserva Adriano Branco	4.1
23294	Paulucci Malbec (Angel Paulucci Vineyard)	3.9
2094151	Ammasso Rosso Sicilia	4.1
1153459	Cabernet Sauvignon (III)	4.1
1179830	Calicanto	4.1
1224338	Pauillac de Latour	4.2
3853221	Edda 'Lei' Bianco	4.2
1151389	Évora Colheita Branco	4.1
1169875	Barbera d'Alba Superiore	4.1
1637564	Grande Réserve	4.1
83283	Yarden Cabernet Sauvignon	4.2
1323319	Concentus Merlot - Tannat - Cabernet Sauvignon Gran Reserva	4.0
7556602	Super Premium Cabernet Franc	4.2
1163924	Saint-Émilion Grand Cru (Grand Cru Classé)	4.1
4018342	A	4.2
1220504	Clos d'Ambonnay Blanc de Noirs Brut Champagne	4.8
1598998	Very Old Single Harvest Port	4.7
79635	Clos du Mesnil Blanc de Blancs Brut Champagne	4.7
1140747	Essencia	4.7
1869	Malbec Argentino	4.3
66294	Special Selection Cabernet Sauvignon	4.7
9640136	Vino Rosso Biologico	4.1
2248505	The Franq Rouge Cabernet Franc	4.1
7179741	La Joya Single Vineyard Carmenère	4.1
1657076	Grande Reserva Branco	4.3
74298	Brut Premier Champagne	4.2
18929	Special Cuvée Brut Aÿ Champagne	4.2
79160	Grand Brut Champagne	4.2
1884610	Réserve Brut Champagne	4.2
15615	Brut Réserve Champagne	4.2
19919	Nectar Impérial (Demi-Sec) Champagne	4.2
1161252	Ice Impérial (Demi-Sec) Champagne	4.2
1145628	10 Year Old Tawny Port	4.2
1380075	Ripassa Valpolicella Ripasso Superiore	4.1
1987886	Blason Rosé Brut Champagne	4.2
1128252	The Chocolate Block	4.2
4441484	Aquarela Moscatel Espumante	4.2
1386686	Ribera del Duero	4.0
