id,black_fruit,citrus_fruit,dried_fruit,earth,floral,microbio,non_oak,oak,red_fruit,spices,tree_fruit,tropical_fruit,vegetal
1223176,,,,1,,,,1,1,,,,
1224338,1,,,1,,,,1,,,,,
1224981,1,,,1,,,,1,,,,,
1225001,,,,1,,,,1,1,,,,
1225042,1,,,1,,,,,,1,,,
1225068,1,,,1,,,,1,,,,,
1225562,1,,,1,,,,1,,,,,
1225779,,,,1,,,,1,1,,,,
1225820,,,,1,,,,1,1,,,,
1226145,1,,,,,,,1,1,,,,
1226177,1,,,,,,,1,,1,,,
1226183,1,,1,1,,,,,,,,,
1229949,,1,,1,,,,,,,1,,
1230164,,1,,,,1,,,1,,,,
1230909,1,,,1,,,,1,,,,,
1231597,1,,,,,,,1,,1,,,
1232315,1,,,1,,,,1,,,,,
1233142,1,,,,,,,1,,1,,,
1233301,,,,1,,,,1,1,,,,
1233459,1,,,1,,,,1,,,,,
1234111,1,,,1,,,,1,,,,,
1234476,1,,,1,,,,1,,,,,
1235058,1,,,1,,,,1,,,,,
1238441,,,1,,,,1,1,,,,,
1238945,1,,,1,,,,1,,,,,
1239572,1,,,,,,,1,,1,,,
1240543,1,,,1,,,,1,,,,,
1240627,,,,1,,,1,1,,,,,
1240855,1,,,1,,,,1,,,,,
1241377,1,,,1,,,,1,,,,,
1241866,1,,,1,,,,1,,,,,
1243266,1,,,1,,,,1,,,,,
1243267,1,,,1,,,,1,,,,,
1243390,1,,,1,,,,1,,,,,
1243446,,1,,,,,,,,,1,1,
1243455,1,,,,,,,1,,1,,,
1243856,1,,,1,,,,1,,,,,
1244155,,,1,,,,1,1,,,,,
1244218,,1,,1,,,,,,,1,,
1244233,,,,1,,,,,,,,,
1244339,1,,,,,,,1,1,,,,
1244636,,,,1,,,,1,1,,,,
1244668,1,,,,,,,1,,1,,,
1244717,1,,,1,,,,1,,,,,
1245016,,,,1,,,,1,1,,,,
1245550,1,,,1,,,,1,,,,,
1246796,1,,,1,,,,1,,,,,
1247692,1,,,1,,,,1,,,,,
1247801,,1,,,,1,,,,,1,,
1248801,1,,,1,,,,1,,,,,
1249516,1,,,1,,,,1,,,,,
1249804,,1,,1,,,,,,,1,,
1251354,1,,,1,,,,1,,,,,
1251639,1,,,1,,,,1,,,,,
1251797,,,,,,,,1,,,1,1,
1252275,,,,,,,,,1,,,,
1252903,1,,,1,,,,1,,,,,
1253163,,,1,,,,1,1,,,,,
1253819,1,,,,,,,1,1,,,,
1254011,1,,,1,,,,1,,,,,
1255075,,,,1,,,,1,,,1,,
1255941,1,,,1,,,,1,,,,,
1256063,1,,,,,,,1,,1,,,
1257238,1,,,,,,,1,,1,,,
1257923,,1,,1,,,,,,,1,,
1258079,1,,,1,,,,1,,,,,
1258443,1,,,1,,,,1,,,,,
1258524,1,,,1,,,,1,,,,,
1258970,,,,1,,,,1,1,,,,
1259235,1,,,,,,,1,,1,,,
1260063,,,,1,,,,1,1,,,,
1260666,,,,,,1,,,,,1,1,
1260766,1,,,1,,,,1,,,,,
1261327,1,,,,,,,1,1,,,,
1261328,1,,,1,,,,1,,,,,
1262192,,,,1,,,,1,1,,,,
1264565,1,,,,,,,1,1,,,,
1265560,,,,,,,,,,,,,
1266561,1,,,1,,,,1,,,,,
1268547,1,,1,,,,,,,1,,,
1268582,1,,,,,,,1,,1,,,
1269053,1,,,1,,,,1,,,,,
1269657,1,,,1,,,,1,,,,,
1272277,1,,,,,,,1,,1,,,
1272950,,1,,,,,,1,,,1,,
1274033,1,,,,,,,1,1,,,,
1274124,,,,1,,,,1,,,1,,
1275606,1,,,1,,,,1,,,,,
1279440,1,,,,,,,1,1,,,,
1279827,1,,,1,,,,1,,,,,
1282785,,,,1,,,,1,1,,,,
1283511,1,,,1,,,,1,,,,,
1283671,1,,,1,,,,1,,,,,
1285871,,,,1,,,,1,,,1,,
1287027,1,,,1,,,,1,,,,,
1288101,,1,,1,,,,,,,1,,
1290538,1,,,1,,,,1,,,,,
1291873,1,,,1,,,,1,,,,,
1292924,1,,,1,,,,1,,,,,
1293594,1,,,1,,,,1,,,,,
1294904,,1,,1,,,,,,,1,,
1295318,1,,,1,,,,1,,,,,
1296705,1,,,1,,,,1,,,,,
1298038,,,,1,,,,1,,1,,,
1298725,,,,1,,,,1,1,,,,
1299676,1,,,1,,,,1,,,,,
1300368,1,,,1,,,,1,,,,,
1300776,1,,,1,,,,1,,,,,
1301225,,1,,,,,,,,,1,1,
1301700,1,,,,,,,1,1,,,,
1301873,1,,,,,,,1,1,,,,
1301991,,,,1,,1,,1,,,,,
1302544,1,,,1,,,,1,,,,,
1302624,,,,1,,,,1,1,,,,
1305686,,1,,1,,,,1,,,,,
1306620,,,,1,,,,1,,,1,,
1308427,1,,,,,,,1,1,,,,
1308697,1,,,1,,,,1,,,,,
1311097,1,,,1,,,,1,,,,,
1312538,,,,,,,,1,,,1,1,
1313212,1,,,1,,,,1,,,,,
1313331,,1,,1,,,,,,,1,,
1314907,,1,,,,,,,,,1,1,
1317710,,1,,,,,1,,,,1,,
1319301,1,,,,,,,1,1,,,,
1319403,1,,,1,,,,,1,,,,
1322600,1,,,,,,,1,1,,,,
1323319,1,,,1,,,,1,,,,,
1323602,,1,,1,,,,,,,1,,
1324170,1,,,1,,,,1,,,,,
1345189,,,,1,,,,1,1,,,,
1360133,1,,,,,,,1,1,,,,
1361567,,,,1,,,,1,1,,,,
1362343,1,,,,,,,1,1,,,,
1370917,1,,,1,,,,1,,,,,
1373011,1,,,1,,,,1,,,,,
1376017,1,,,1,,,,1,,,,,
1377811,1,,,,,,,1,,1,,,
1379045,1,,,1,,,,1,,,,,
1380031,1,,,,,,1,1,,,,,
1380075,1,,,,,,,1,1,,,,
1381103,,,,1,,,,1,1,,,,
1382045,,1,,,,,1,,,,1,,
1382212,1,,,1,,,,1,,,,,
1382222,,1,,,,,,,1,,1,,
1383374,1,,,1,,,,1,,,,,
1383405,1,,,,,,,1,1,,,,
1384933,,,,,,,1,,1,,1,,
1385596,1,,,1,,,,1,,,,,
1386686,1,,,1,,,,1,,,,,
1387012,1,,,1,,,,1,,,,,
1389046,1,,,1,,,,1,,,,,
1392761,1,,,,1,,,,1,,,,
1394956,1,,,,,,,1,1,,,,
1408119,1,,,,,,,1,,,,,
1415420,,,,1,,,1,,,,1,,
1416333,1,,,,,,,1,,1,,,
1417313,1,,,1,,,,1,,,,,
1421499,1,,,1,,,,1,,,,,
1422729,1,,,1,,,,1,,,,,
1434108,1,,,1,,,,1,,,,,
1437118,,,,,,1,1,,,,1,,
1448532,,,,1,,,,1,1,,,,
1450641,,1,,,,,,,1,,1,,
1468452,1,,,,,,,1,1,,,,
1470847,,1,,,,,,,,,1,1,
1471091,1,,,1,,,,1,,,,,
1473611,1,,,1,,,,1,,,,,
1478434,1,,,1,,,,1,,,,,
1483199,1,,,1,,,,1,,,,,
1487856,,,,,,,,1,,,1,1,
1488696,,,1,,,,1,1,,,,,
1488932,,1,,,,,,1,,,1,,
1489864,,1,,,,,,1,,,1,,
1496698,,1,,,,,1,,,,1,,
1497062,,1,,1,,,,1,,,,,
1497327,1,,,1,,,,1,,,,,
1497609,1,,,1,,,,1,,,,,
1500042,1,,,,,,,1,,1,,,
1501023,1,,,,,,,1,1,,,,
1501598,1,,,1,,,,1,,,,,
1501782,,,,1,,,,1,1,,,,
1506316,1,,,1,,,,1,,,,,
1507708,,,1,,,,1,1,,,,,
1508325,1,,,,,,,1,,1,,,
1508901,1,,,1,,,,1,,,,,
1509186,1,,,,1,,,1,,,,,
1509726,1,,,,,,,1,1,,,,
1510255,1,,,,,,,1,1,,,,
1515796,1,,,1,,,,1,,,,,
1518113,1,,,1,,,,1,,,,,
1524704,1,,,1,,,,1,,,,,
1526704,,1,,,,,,,,,1,1,
1529357,,,,1,,,,1,1,,,,
1529469,,,,1,,,,,1,1,,,
1530504,1,,,1,,,,1,,,,,
1531840,,,,1,,,,1,,1,,,
1534770,1,,,,,,,1,,1,,,
1542359,1,,,,,,,1,1,,,,
1542559,1,,,,,,,1,,1,,,
1543487,,,,1,,,,1,1,,,,
1543909,,,,1,,,,1,,,1,,
1545785,1,,,1,,,,1,,,,,
1546849,1,,,,,,,1,,1,,,
1548080,1,,,1,,,,1,,,,,
1555830,,1,,1,,,,,,,1,,
1558589,,,,1,,,,1,1,,,,
1563022,,,,1,,,,1,1,,,,
1563728,1,,,1,,,,1,,,,,
1566290,1,,1,,,,,1,,,,,
1573255,1,,,1,,,,1,,,,,
1576262,1,,,1,,,,1,,,,,
1577086,1,,,,,,,1,,1,,,
1580820,1,,,1,,,,1,,,,,
1591615,1,,,1,,,,1,,,,,
1594281,,1,,,,,,1,,,1,,
1598877,,1,,,,,1,,1,,,,
1598998,,,1,,,,1,1,,,,,
1604779,1,,,1,,,,,,1,,,
1605285,1,,,1,,,,1,,,,,
1608025,,,,1,,,,1,,,1,,
1608361,1,,,,,,,1,,1,,,
1610104,1,,,1,,,,1,,,,,
1616353,1,,,1,,,,1,,,,,
1621637,,1,,1,,,,,,,1,,
1625562,,,,,,,,1,,1,1,,
1629874,1,,,,,,,1,1,,,,
1630203,1,,,1,,,,1,,,,,
1631901,1,,,1,,,,1,,,,,
1633082,,1,,1,,,,,,,1,,
1637564,1,,,1,,,,1,,,,,
1637573,1,,,,,,,1,1,,,,
1638525,1,,,,,,,1,,1,,,
1639263,1,,,1,,,,1,,,,,
1639876,,1,,,,,,,,,1,1,
1641769,,1,,,,,,,,,1,1,
1645444,1,,,1,,,,1,,,,,
1647617,1,,,1,,,,1,,,,,
1652478,1,,,,,,,1,1,,,,
1655970,1,,,1,,,,1,,,,,
1657076,,,,1,,,,1,,,1,,
1658535,,,,1,,,,1,,,,1,
1661385,,,1,,,,1,1,,,,,
1663386,1,,,1,,,,1,,,,,
1664699,1,,,1,,,,1,,,,,
1668659,1,,,1,,,,1,,,,,
1670059,1,,,1,,,,1,,,,,
1674523,1,,,1,,,,1,,,,,
1674591,1,,,,,,,1,1,,,,
1676897,1,,,,,,,1,1,,,,
1678254,1,,,1,,,,1,,,,,
1678759,,,,1,,,,1,1,,,,
1680069,,1,,1,,,,,,,1,,
1683967,1,,,1,,,,1,,,,,
1684223,1,,,1,,,,1,,,,,
1684857,,,,,,,1,1,,,1,,
1686164,,,,,,1,,,1,,1,,
1696989,1,,,1,,,,1,,,,,
1698222,1,,,1,,,,1,,,,,
1700690,1,,,1,,,,1,,,,,
1706136,,1,,1,,,,,,,1,,
1707338,1,,,1,,,,1,,,,,
1712454,1,,,1,,,,1,,,,,
1713612,1,,,1,,,,1,,,,,
1719036,1,,,,,,,1,,1,,,
1720890,1,,,,,,,1,,1,,,
1721323,1,,,,,,,1,1,,,,
1721379,,1,,1,,,,,,,1,,
1721789,1,,,,,,,1,,1,,,
1723060,1,,,,,,,1,1,,,,
1724156,1,,,1,,,,1,,,,,
1724358,1,,,,,,,1,,1,,,
1736416,1,,,1,,,,1,,,,,
1736466,1,,,,,,,1,1,,,,
1737234,,,1,1,,,,1,,,,,
1738304,,,,1,,,,1,1,,,,
1744245,1,,,1,,,,1,,,,,
1745485,1,,,,,,,1,1,,,,
1748609,,,,1,,,,1,,1,,,
1751269,1,,,1,,,,1,,,,,
1753055,,,,1,,,,1,,,,,
1759418,,,,1,,,,1,1,,,,
1768114,1,,,1,,,,1,,,,,
1770778,1,,,1,,,,1,,,,,
1771193,,1,,,,,,1,,,1,,
1774164,1,,,,,,,1,1,,,,
1777257,,,,1,,,,1,1,,,,
1783612,1,,,,,,,1,1,,,,
1783619,1,,,,,,,1,1,,,,
1789271,,1,,1,,,,,,,1,,
1793310,,,,1,,,,1,1,,,,
1794507,1,,,1,,,,1,,,,,
1798244,,1,,,,,1,1,,,,,
1799282,,,,1,,,,1,,1,,,
1801505,,,,1,,,,1,1,,,,
1803078,1,,,1,,,,1,,,,,
1807024,1,,,1,,,,1,,,,,
1817891,,,,1,,,,1,1,,,,
1821904,,1,,,,,,1,,,1,,
1835751,1,,,,,,1,1,,,,,
1837094,,1,,,,1,,1,,,,,
1838753,,1,,1,,,,,,,1,,
1849316,1,,,1,,,,1,,,,,
1857637,,1,,,,,1,,,,1,,
1860943,1,,,,,,,1,,1,,,
1861100,,,,1,,,,1,,1,,,
1862774,1,,,1,,,,1,,,,,
1864632,,,,1,,,,1,1,,,,
1866089,1,,,1,,,,,1,,,,
1867807,1,,,1,,,,1,,,,,
1870315,,,,1,,,,1,,,1,,
1871502,,,,1,,,,1,1,,,,
1873252,,,,1,,,,1,,,1,,
1874097,1,,,1,,,,1,,,,,
1876005,1,,,,,,,1,1,,,,
1876294,1,,,1,,,,1,,,,,
1879527,1,,,1,,,,1,,,,,
1883905,1,,,1,,,,1,,,,,
1884610,,1,,,,,1,,,,1,,
1884612,1,,,,,,,1,1,,,,
1887223,1,,,1,,,,1,,,,,
1894631,,,,1,,,,,1,1,,,
1895060,,1,,1,,,,,,,1,,
1909654,1,,,1,,,,1,,,,,
1911534,1,,,1,,,,1,,,,,
1913373,,,,1,,,,1,1,,,,
1913596,,1,,1,,,,,,,1,,
1921801,1,,,1,,,,1,,,,,
1926899,1,,,1,,,,1,,,,,
1926947,1,,,,,,,1,1,,,,
1929639,1,,,1,,,,1,,,,,
1929640,1,,,,,,,1,1,,,,
1936204,1,,,1,,,,1,,,,,
1941035,1,,,,,,,1,1,,,,
1949419,1,,,,,,,,1,1,,,
1962638,1,,,,,,,1,1,,,,
1968079,,,,,,,,1,,,,,
1972035,1,,,1,,,,,1,,,,
1982106,1,,,,,,,1,1,,,,
1983760,1,,,1,,,,1,,,,,
1984446,1,,,1,,,,1,,,,,
1984740,1,,,,,,,1,1,,,,
1986695,1,,,1,,,,1,,,,,
1987076,1,,,1,,,,1,,,,,
1987655,,1,,,,,1,,,,1,,
1987886,,1,,,,,,,1,,1,,
1988872,1,,,1,,,,1,,,,,
1993610,1,,,1,,,,1,,,,,
1994112,1,,,1,,,,1,,,,,
1996235,1,,,,,,,1,1,,,,
1998703,1,,,1,,,,1,,,,,
2013141,1,,,,,,,1,1,,,,
2017619,1,,,1,,,,1,,,,,
2018443,1,,,,,,,1,,1,,,
2022253,1,,,,,,,1,1,,,,
2026396,1,,,,,,,1,1,,,,
2029311,,,1,,,,1,1,,,,,
2034907,1,,,1,,,,1,,,,,
2035173,,,,1,,,,1,1,,,,
2038623,1,,,1,,,,1,,,,,
2039337,,,1,,,,1,1,,,,,
2042515,1,,,,,,,1,1,,,,
2042880,1,,,1,,,,1,,,,,
2045239,1,,,1,,,,1,,,,,
2047676,1,,,1,,,,1,,,,,
2050619,,,,1,,,,1,1,,,,
2057239,,1,,,,,1,,,,1,,
2058566,,1,,,,1,,,,,1,,
2060983,,,1,,,,1,1,,,,,
2063645,1,,,,,,,1,,1,,,
2080162,1,,,1,,,,1,,,,,
2094151,1,,,,,,,1,1,,,,
2102081,1,,,1,,,,1,,,,,
2104478,1,,,1,,,,1,,,,,
2114480,,,,1,,,1,,1,,,,
2123124,,,,,,,,1,,,,,
2139376,1,,1,,,,,1,,,,,
2141966,1,,,,,,,1,1,,,,
2145084,1,,,1,,,,1,,,,,
2149250,1,,,1,,,,1,,,,,
2154686,,,,,,,,1,,,,,
2156915,1,,,1,,,,1,,,,,
2162093,1,,,1,,,,1,,,,,
2172731,,1,,1,,,,,,,1,,
2177408,1,,,1,,,,1,,,,,
2178564,1,,,1,,,,1,,,,,
2178596,1,,,1,,,,1,,,,,
2198765,1,,,,,,,1,1,,,,
2199392,1,,,,,,,1,1,,,,
2203544,1,,,,,,,1,,1,,,
2214910,,1,,,,,,1,1,,,,
2246136,1,,,,,,,1,,1,,,
2248505,1,,,,,,,1,,1,,,
2251469,1,,,,,,,1,,1,,,
2258813,,,1,,,,1,1,,,,,
2269930,,,,1,,,,1,1,,,,
2272631,1,,,,,,,1,1,,,,
2277346,1,,,1,,,,1,,,,,
2280924,1,,,,,,,1,1,,,,
2288157,,1,,,,,,1,1,,,,
2301297,1,,,,,,,1,,1,,,
2307097,1,,,,,,,1,1,,,,
2307696,1,,,,,,,1,1,,,,
2310781,1,,,1,,,,1,,,,,
2317863,1,,,1,,,,1,,,,,
2318969,1,,,,,,,1,1,,,,
2320500,1,,,,,,,1,1,,,,
2325662,,,1,,,,,1,1,,,,
2338963,,,1,,,,1,1,,,,,
2342297,1,,,1,,,,1,,,,,
2389513,1,,,,,,,1,1,,,,
2402719,1,,,,,,,1,1,,,,
2407103,,1,,,,,1,,,,1,,
2422330,1,,,1,,,,1,,,,,
2424940,1,,,1,,,,1,,,,,
2430168,1,,,1,,,,1,,,,,
2431783,1,,,1,,,,1,,,,,
2441493,1,,,,,,,1,1,,,,
2446729,1,,,1,,,,1,,,,,
2459848,1,,,,,,,1,1,,,,
2463221,1,,,,,,,1,1,,,,
2479799,1,,,1,,,,1,,,,,
2488368,,1,,1,,,,,,,1,,
2495612,1,,,1,,,,1,,,,,
2503764,1,,,,,,,1,1,,,,
2545450,1,,,1,,,,1,,,,,
2546192,1,,,,,,,1,1,,,,
2571920,1,,1,,,,,1,,,,,
2592179,1,,,1,,,,1,,,,,
2630148,1,,,1,,,,1,,,,,
2636560,1,,,,,,,1,,1,,,
2655208,,,,1,,,,,1,,1,,
2685613,1,,,,,,,1,1,,,,
2694869,1,,,1,,,,1,,,,,
2700219,1,,,,,,,1,,1,,,
2706517,,1,,,,,,,1,,1,,
2708749,1,,,1,,,,1,,,,,
2712173,,,,1,,,,1,1,,,,
2716528,1,,,1,,,,1,,,,,
2718127,,,,1,,,,1,1,,,,
2726584,1,,,1,,,,1,,,,,
2727638,,1,,,,,,,,,,1,1
2744699,,1,,,,,1,,,,1,,
2749108,,1,,,,1,1,,,,,,
2766914,1,,,1,,,,1,,,,,
2774263,1,,,1,,,,1,,,,,
2775976,1,,,1,,,,1,,,,,
2786770,1,,1,,,,,,,,1,,
2795428,1,,,,,,,1,,1,,,
2816521,1,,,,,,,1,1,,,,
2816601,,,,1,,,,1,,,1,,
2816622,1,,,,,,,1,,1,,,
2828728,,,,1,,,,1,,,1,,
2835177,1,,,,,,,1,1,,,,
2895286,1,,,1,,,,1,,,,,
2918277,1,,,1,,,,1,,,,,
2926759,1,,,1,,,,1,,,,,
2929415,1,,,,,,,1,,1,,,
2973784,1,,,,,,,1,1,,,,
3026602,1,,,,,,,1,,1,,,
3030441,1,,,,,,,1,1,,,,
3093996,1,,,1,,,,1,,,,,
3094171,1,,,1,,,,1,,,,,
3109981,,1,,,,,1,,,,1,,
3116929,,1,,1,,,,,,,1,,
3120288,1,,,,,,,1,1,,,,
3125433,1,,,,,,,1,,1,,,
3185120,,,,1,,,,1,1,,,,
3316164,1,,,,,,,1,1,,,,
3388091,,,,1,,,,1,,,1,,
3413871,1,,,1,,,,1,,,,,
3465952,1,,,1,,,,1,,,,,
3508352,1,,1,,,,,1,,,,,
3521385,1,,,1,,,,1,,,,,
3524729,1,,,1,,,,1,,,,,
3575062,,,,,,,,1,,,1,1,
3652602,1,,,1,,,,1,,,,,
3679352,,1,,,,,,,1,,1,,
3705139,,1,,1,,,,,,,1,,
3726697,1,,,1,,,,1,,,,,
3740911,1,,,1,,,,1,,,,,
3753222,,1,,,,,,,,,1,1,
3772025,1,,,1,,,,1,,,,,
3783366,1,,,,,,,1,,1,,,
3841980,1,,,,,,,1,1,,,,
3851587,,,,1,,,,1,1,,,,
3853221,,1,,,,,,1,,,1,,
3869632,,,,,,,,1,,,1,1,
3875071,1,,,,,,,1,1,,,,
3882572,,,,1,,,,1,,1,,,
3882585,,,1,,,,1,1,,,,,
3882596,,,1,1,,,,1,,,,,
3932670,1,,,,,,,1,1,,,,
3933104,1,,,1,,,,1,,,,,
3935829,1,,,,,,,1,1,,,,
3971055,1,,,,,,,1,,1,,,
3982829,1,,,,,,,1,,1,,,
3985150,1,,,,,,,1,,1,,,
4004983,1,,,,,,,1,1,,,,
4011850,1,,,,,,,1,1,,,,
4018342,1,,,,,,,1,,1,,,
4024770,,1,1,,,,,1,,,,,
4035254,1,,,,,,,1,,1,,,
4057446,1,,,,,,,1,1,,,,
4164572,1,,1,,,,,1,,,,,
4218931,1,,,,,,,1,1,,,,
4222635,,1,,,,,1,,,,1,,
4228940,1,,,1,,,,1,,,,,
4254927,,1,,,,,,,1,,1,,
4255279,1,,,,,,,1,,1,,,
4261210,1,,,,,,,1,1,,,,
4273459,1,,,1,,,,1,,,,,
4277988,,1,,,,1,,,,,1,,
4280269,,,1,,,,,1,1,,,,
4301214,1,,,1,,,,1,,,,,
4314633,1,,,1,,,,1,,,,,
4320448,1,,,1,,,,1,,,,,
4322587,1,,,1,,,,1,,,,,
4343755,1,,,,,,,1,,1,,,
4369993,1,,,1,,,,1,,,,,
4379183,1,,,,,,1,1,,,,,
4384634,1,,,,,,,1,,1,,,
4386455,,,,1,,,,,,,1,1,
4399827,1,,,1,,,,1,,,,,
4422119,1,,,,,,,1,1,,,,
4430212,,,,,,,1,1,1,,,,
4441484,,,,,,,,,1,,1,1,
4442301,1,,,,,,,1,,1,,,
4447868,1,,,1,,,,1,,,,,
4518569,1,,,1,,,,1,,,,,
4537649,,1,,,,,,,,,1,1,
4542136,,1,,1,,,,,,,1,,
4585882,1,,,,,,,1,1,,,,
4656426,1,,,,,,,1,,1,,,
4656452,,,1,,,,1,1,,,,,
4669239,1,,,1,,,,1,,,,,
4673456,1,,,1,,,,1,,,,,
4682277,,,,1,,,,1,,,1,,
4693202,1,,,,,,,1,,1,,,
4736677,1,,,1,,,,1,,,,,
4761445,1,,,,,,,1,,1,,,
4820908,1,,,1,,,,,,1,,,
4833990,1,,,,,,,1,1,,,,
4835815,1,,,1,,,,1,,,,,
4837001,1,,,,,,,1,,1,,,
4852516,1,,,1,,,,1,,,,,
4858897,1,,,,,,,1,1,,,,
4878245,1,,,,,,,1,,1,,,
4878255,,1,,,,,,1,1,,,,
4894460,1,,,,,,,1,1,,,,
4896272,1,,,,,,,1,1,,,,
4914855,1,,,1,,,,1,,,,,
4925607,1,,,1,,,,1,,,,,
4948189,1,,,,,,,1,,1,,,
4948910,,,,1,,,,,1,1,,,
5007190,1,,,1,,,,1,,,,,
5017165,,1,,,,,,,1,,1,,
5020284,1,,,1,,,,1,,,,,
5043165,1,,,1,,,,1,,,,,
5043352,,,,,,,,1,1,1,,,
5052806,1,,,1,,,,1,,,,,
5054371,1,,,,,,,1,1,,,,
5056427,1,,,1,,,,1,,,,,
5072578,1,,,,,,,1,1,,,,
5077201,,,,1,,,,1,,,,1,
5095201,1,,,,,,,1,,1,,,
5095250,1,,,,,,,1,1,,,,
5107190,1,,,1,,,,1,,,,,
5125281,,,,1,,,,1,1,,,,
5140412,,1,,,,,,,,,1,1,
5145976,,1,,,,,,,1,,1,,
5249017,1,,,1,,,,,,1,,,
5257272,,,,1,,,,1,,,1,,
5264080,,1,,1,,,,,,,1,,
5328333,,,,,,,1,1,,,1,,
5360908,1,,,,,,,1,1,,,,
5362375,1,,,1,,,,1,,,,,
5367341,1,,,,,,,1,1,,,,
5386829,,1,,,,,,,,,1,1,
5386972,,,1,,,,1,1,,,,,
5398794,,1,,,,,,,1,,1,,
5402364,1,,,,,,,1,1,,,,
5419918,1,,,,,,,,1,1,,,
5422166,1,,,,,,,1,1,,,,
5424625,1,,,,,,,1,,1,,,
5440449,1,,,,,,,1,,1,,,
5441681,1,,,1,,,,1,,,,,
5441683,1,,,1,,,,1,,,,,
5445749,,1,,,,,1,,,,1,,
5453826,,,,,,,,1,1,,1,,
5460938,,,,1,,,,1,1,,,,
5498086,1,,,1,,,,1,,,,,
5520475,1,,,1,,,,1,,,,,
5552281,,1,,,,,1,,,,1,,
5564759,1,,,1,,,,1,,,,,
5565194,1,,,1,,,,1,,,,,
5568937,,,,1,,,,,,,1,1,
5571323,1,,,1,,,,1,,,,,
5577061,1,,,,,,,1,,1,,,
5593168,,1,,1,,1,,,,,,,
5599133,1,,,1,,,,1,,,,,
5599227,,,,1,,,,1,1,,,,
5602882,1,,,,,,,1,1,,,,
5693443,,,,1,,,,1,1,,,,
5729145,1,1,,,,,,,,1,,,
5745097,,1,,,,,,1,,,1,,
5746163,1,,,,,,,1,1,,,,
5748087,1,,,,,,,1,1,,,,
5766980,,1,,,,,,,,,1,1,
5772302,,1,,,,1,,,,,,1,
5787212,1,,,1,,,,1,,,,,
5837226,,,,1,,,,1,,,1,,
5842854,1,,,1,,,,1,,,,,
5859267,,,,1,,,,,1,1,,,
5861217,1,,,1,,,,1,,,,,
5864576,,1,,,,,,,,,1,1,
5869495,,,,,,,,1,,,1,1,
5898157,,,,1,,,,1,1,,,,
5910636,1,,,,,,,1,,1,,,
5916192,,,,1,,,,1,,1,,,
5924630,1,,,,1,,,1,,,,,
5953265,,1,,1,,,,,,,1,,
5962679,1,,,1,,,,,1,,,,
5964894,,,,,,,,,,,,,
5972587,1,,,1,,,,1,,,,,
5987772,1,,,,,,,1,,1,,,
5988966,1,,,1,,,,1,,,,,
5992677,1,,,,,,,1,,1,,,
6003565,,,1,,,,1,,1,,,,
6004174,1,,,1,,,,1,,,,,
6125391,1,,,1,,,,1,,,,,
6139455,1,,,1,,,,1,,,,,
6142915,,,,1,,,,1,,,1,,
6168721,1,,,,,,,1,1,,,,
6168856,,,,,,,,,,,,,
6170444,,1,,1,,,,,,,1,,
6225479,1,,,1,,,,1,,,,,
6238599,1,,,1,,,,,1,,,,
6247814,1,,,,,,,1,1,,,,
6354068,1,,,,,,,1,1,,,,
6370866,1,,,1,,,,1,,,,,
6383254,,,,1,,,,1,1,,,,
6383333,1,,,1,,,,1,,,,,
6404545,1,,,,,,,1,1,,,,
6416066,1,,,1,,,,1,,,,,
6418020,,,,1,,,,1,,1,,,
6424614,,,1,,,,1,1,,,,,
6437146,,,,1,,,,1,,1,,,
6478805,,,,1,,,,,1,,1,,
6588993,1,,,1,,,,1,,,,,
6590318,1,,,,,,,1,1,,,,
6602502,1,,,,,,,1,,1,,,
6620994,,1,,,,,1,1,,,,,
6641278,,,,,,,,1,1,1,,,
6663622,1,,,,,,,1,1,,,,
6693137,,1,,1,,,,,,,1,,
6696823,1,,1,,,,,1,,,,,
6700125,1,,,1,,,,1,,,,,
6719889,,1,,,,,1,,,,1,,
6721388,1,,,,,,,1,,1,,,
6725787,1,,,1,,,,,,1,,,
6755215,,,,,,,,,,,,,
6767359,1,,,,,,,1,1,,,,
6776761,1,,,1,,,,1,,,,,
6796797,1,,,,,,1,1,,,,,
6801930,1,,,,,,,1,1,,,,
6805724,,,,1,,,,1,1,,,,
6833094,1,,,,,,,1,,1,,,
6844296,,,,,,1,,1,,,1,,
6847952,,,,,,,,,,,,,
6870516,1,,1,,,,,1,,,,,
6872529,,,,,,,,,,,,,
6885700,,1,,,,,,1,,,1,,
6897394,,,,,1,,,,1,,1,,
6907233,1,,,1,,,,1,,,,,
6909826,1,,,,,,,1,1,,,,
6919813,1,,,,,,,1,,1,,,
6946923,1,,,,1,,,,1,,,,
6974346,1,,,,,,,1,,1,,,
7010769,1,,,1,,,,1,,,,,
7036273,1,,,,,,,1,1,,,,
7101284,,,,1,,1,,1,,,,,
7101305,1,,,,,,,1,1,,,,
7102277,1,,,1,,,,1,,,,,
7103767,1,,,1,,,,,,1,,,
7122486,,1,,,,,1,,,,1,,
7135998,1,,,1,,,,,,1,,,
7139327,,,,,,,1,1,,,,1,
7144487,1,,,1,,1,,,,,,,
7145030,1,,,,,,,1,1,,,,
7148016,1,,,,,,,1,1,,,,
7149584,1,,,,,,,1,1,,,,
7153124,,,,1,,,,1,1,,,,
7169656,1,,,,,,,1,1,,,,
7173006,1,,,1,,,,1,,,,,
7177665,1,,,,,,,1,,1,,,
7179741,1,,,1,,,,,1,,,,
7180223,,,,1,,,,1,,,1,,
